"title","a_score","m_score","score_gap","a_rank","m_rank","members","fixed_aired","fixed_published"
Ayakashi Triangle,6.27,6.69,-0.42000008,7569,12742,17464,Jan 2023 - Dec 2023,Jun 2020 - Dec 2023
Koukaku no Pandora,6.5,6.92,-0.42000008,6432,9682,2529,Jan 2016 - Mar 2016,Oct 2012 - Dec 2023
Arslan Senki,6.88,7.3,-0.42000008,4515,4688,1179,Aug 1991 - Sep 1995,Nov 1991 - Sep 1996
Suki tte Ii na yo.,7.41,7.83,-0.42000008,2074,1164,77511,Oct 2012 - Dec 2012,Feb 2008 - Jul 2017
Oneechan ga Kita,6.33,6.75,-0.42000008,7261,11953,2421,Jan 2014 - Mar 2014,Oct 2010 - Jun 2020
Shinryaku! Ika Musume,7.41,7.83,-0.42000008,2072,1166,7295,Oct 2010 - Dec 2010,Jul 2007 - Feb 2016
Gokukoku no Brynhildr,6.86,7.28,-0.42000008,4591,4871,33101,Apr 2014 - Jun 2014,Jan 2012 - Mar 2016
Kinnikuman,7.29,7.71,-0.42000008,2586,1616,3997,Apr 1983 - Oct 1986,May 1979 - Dec 2023
Mushoku Tensei: Isekai Ittara Honki Dasu,8.37,8.79,-0.42000008,194,34,74051,Jan 2021 - Mar 2021,Jan 2014 - Nov 2022
Alien 9,6.71,7.13,-0.42000008,5297,6608,9108,Jun 2001 - Feb 2002,Jun 1998 - Aug 1999
Beastars,7.84,8.26,-0.42000008,849,341,104783,Oct 2019 - Dec 2019,Sep 2016 - Oct 2020
Aiura,6.65,7.07,-0.42000008,5596,7480,3551,Apr 2013 - Jun 2013,Mar 2011 - Apr 2014
Hakumei to Mikochi,7.68,8.1,-0.42000055,1189,577,7590,Jan 2018 - Mar 2018,Apr 2011 - Dec 2023
Kaze no Stigma,7.17,7.6,-0.42999983,3214,2172,3133,Apr 2007 - Sep 2007,Jan 2002 - Oct 2005
Candy Candy,7.56,7.99,-0.42999983,1496,745,4358,Oct 1976 - Feb 1979,Apr 1975 - Mar 1979
Rikujou Bouei-tai Mao-chan,6.29,6.72,-0.42999983,7504,12349,789,Jul 2002 - Dec 2002,Jul 2002 - Aug 2004
Peace Maker Kurogane,7.3,7.73,-0.42999983,2528,1524,5214,Oct 2003 - Mar 2004,Feb 2002 - Dec 2023
Slow Step,6.42,6.85,-0.42999983,6819,10567,1659,Jun 1991 - Nov 1991,Sep 1986 - Mar 1991
Amaenaide yo!!,6.44,6.87,-0.42999983,6686,10355,1364,Jul 2005 - Sep 2005,Mar 2004 - Feb 2007
Wotaku ni Koi wa Muzukashii,7.94,8.37,-0.42999983,657,229,125951,Apr 2018 - Jun 2018,Apr 2015 - Jul 2021
Yu☆Gi☆Oh!,7.22,7.65,-0.4300003,2931,1878,37633,Apr 1998 - Oct 1998,Sep 1996 - Mar 2004
Plastic Neesan,7.2,7.63,-0.4300003,3054,2012,6774,May 2011 - Jul 2012,Sep 2009 - Dec 2023
Ao no Kanata no Four Rhythm,6.64,7.07,-0.4300003,5671,7441,783,Jan 2016 - Mar 2016,Oct 2015 - Mar 2016
Sora no Otoshimono,7.26,7.7,-0.43999958,2770,1654,1210,Oct 2009 - Dec 2009,Feb 2010 - Oct 2010
Kamisama Hajimemashita,8.1,8.54,-0.43999958,460,116,85615,Oct 2012 - Dec 2012,Feb 2008 - May 2016
Heavy Object,7.25,7.69,-0.44000006,2801,1699,2727,Oct 2015 - Mar 2016,Oct 2009 - Oct 2021
Mayoi Neko Overrun!,6.65,7.09,-0.44000006,5624,7141,1189,Apr 2010 - Jun 2010,Oct 2008 - Feb 2012
Mahoutsukai Reimeiki,6.38,6.82,-0.44000006,7029,11003,1449,Apr 2022 - Jul 2022,Jul 2019 - Dec 2023
Seitokai Yakuindomo,7.56,8.0,-0.44000006,1521,729,22462,Jul 2010 - Sep 2010,May 2007 - Nov 2021
Bakuretsu Hunters,6.65,7.09,-0.44000006,5599,7198,1674,Oct 1995 - Mar 1996,Aug 1993 - Oct 1998
Tenkuu Shinpan,6.71,7.15,-0.44000006,5288,6440,48101,Feb 2021 - Feb 2021,Dec 2013 - Apr 2019
Gakkougurashi!,7.62,8.06,-0.44000053,1332,626,51933,Jul 2015 - Sep 2015,May 2012 - Nov 2019
Bakuon!!,6.48,6.93,-0.4499998,6486,9502,2388,Apr 2016 - Jun 2016,Feb 2011 - Dec 2023
Yu☆Gi☆Oh! Zexal,6.4,6.85,-0.4499998,6916,10685,2889,Apr 2011 - Sep 2012,Dec 2010 - Jun 2015
Little Busters!,7.48,7.93,-0.4499998,1774,885,3586,Oct 2012 - Apr 2013,Mar 2008 - Feb 2010
Chrome Shelled Regios,7.28,7.73,-0.4499998,2633,1531,3910,Jan 2009 - Jun 2009,Mar 2006 - Sep 2013
Dragon Ball,7.96,8.41,-0.4499998,645,192,150636,Feb 1986 - Apr 1989,Nov 1984 - May 1995
Hajimete no Gal,6.28,6.73,-0.4499998,7557,12200,41017,Jul 2017 - Sep 2017,Nov 2015 - Dec 2023
"12-sai.",6.23,6.68,-0.4499998,7743,12850,1248,Apr 2014 - Jan 2015,Mar 2012 - Oct 2019
Youjo Senki,7.96,8.41,-0.4499998,642,188,21801,Jan 2017 - Mar 2017,Oct 2013 - Dec 2023
Giant Killing,7.54,7.99,-0.4499998,1606,749,12108,Apr 2010 - Sep 2010,Jan 2007 - Dec 2023
Noragami,7.95,8.4,-0.4499998,653,203,174488,Jan 2014 - Mar 2014,Dec 2010 - Dec 2023
IS: Infinite Stratos,6.63,7.08,-0.4499998,5713,7367,2267,Jan 2011 - Apr 2011,May 2013 - Feb 2020
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,6.86,7.31,-0.4499998,4598,4542,8977,Jul 2018 - Sep 2018,Dec 2014 - Dec 2023
Seiken Tsukai no World Break,6.78,7.23,-0.4499998,4980,5475,2212,Jan 2015 - Mar 2015,Nov 2012 - Jun 2018
Absolute Duo,6.43,6.88,-0.4500003,6755,10246,7982,Jan 2015 - Mar 2015,Apr 2013 - Jul 2017
Chitose Get You!!,6.2,6.65,-0.4500003,7898,13271,772,Jul 2012 - Dec 2012,Aug 2002 - Jun 2014
Otoko Ippiki Gaki Daishou,6.97,7.42,-0.4500003,4126,3403,703,Sep 1969 - Mar 1970,Nov 1968 - Feb 1973
Asu no Yoichi!,6.7,7.15,-0.4500003,5366,6374,15595,Jan 2009 - Mar 2009,May 2006 - Feb 2011
"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",6.2,6.65,-0.4500003,7925,13264,7910,Jan 2014 - Mar 2014,Nov 2010 - May 2016
C³,6.58,7.03,-0.4500003,5979,8090,1616,Oct 2011 - Dec 2011,Feb 2011 - Jan 2013
Paradise Kiss,7.85,8.3,-0.4500003,833,293,48818,Oct 2005 - Dec 2005,Mar 1999 - Mar 2003
D-Frag!,7.51,7.97,-0.45999956,1700,800,29467,Jan 2014 - Mar 2014,Jul 2008 - Dec 2023
Okusama ga Seitokaichou!,6.58,7.04,-0.46000004,5954,7905,19770,Jul 2015 - Sep 2015,Aug 2011 - Aug 2018
Mayo Chiki!,7.23,7.69,-0.46000004,2907,1698,22651,Jul 2011 - Sep 2011,Jul 2010 - Nov 2013
Musaigen no Phantom World,6.86,7.32,-0.46000004,4608,4456,2630,Jan 2016 - Mar 2016,Dec 2013 - Feb 2016
Aishiteruze Baby★★,7.44,7.9,-0.46000004,1914,957,22033,Apr 2004 - Oct 2004,Mar 2002 - Dec 2004
Nanbaka,7.33,7.79,-0.46000004,2386,1298,7716,Oct 2016 - Dec 2016,Oct 2013 - Jun 2022
Lv1 Maou to One Room Yuusha,6.82,7.28,-0.46000004,4763,4898,1180,Jul 2023 - Dec 2023,Mar 2019 - Dec 2023
No Guns Life,6.86,7.32,-0.46000004,4610,4363,12955,Oct 2019 - Dec 2019,Sep 2014 - Sep 2021
Oishinbo,6.86,7.32,-0.46000004,4611,4435,1894,Oct 1988 - Mar 1992,Sep 1983 - May 2014
Kaze no Tani no Nausicaä,8.36,8.82,-0.46000004,203,31,54824,Mar 1984 - Mar 1984,Oct 1982 - Feb 1994
Isekai Shoukan wa Nidome desu,5.68,6.14,-0.46000004,10210,16981,13439,Apr 2023 - Jun 2023,Jun 2018 - Dec 2023
Chibi☆Devi!,6.85,7.31,-0.46000004,4650,4566,1533,Oct 2011 - Feb 2014,May 2008 - Nov 2014
"Tensei Kenja no Isekai Life: Dai-2 no Shokugyou wo Ete, Sekai Saikyou ni Narimashita",6.31,6.77,-0.46000004,7367,11621,13703,Jul 2022 - Sep 2022,Jul 2018 - Dec 2023
"Dakara Boku wa, H ga Dekinai.",6.55,7.01,-0.46000004,6127,8393,2845,Jul 2012 - Sep 2012,Jun 2010 - Aug 2013
Shinmai Maou no Testament,6.71,7.17,-0.46000004,5335,6145,16699,Jan 2015 - Mar 2015,May 2013 - Apr 2017
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita",6.94,7.4,-0.46000004,4241,3604,3439,Oct 2021 - Dec 2021,Jun 2018 - Dec 2023
Spriggan,6.67,7.13,-0.46000004,5503,6613,3523,Sep 1998 - Sep 1998,Feb 1989 - Jan 1996
DRAMAtical Murder,6.05,6.51,-0.46000004,8644,14812,2620,Jul 2014 - Sep 2014,Aug 2012 - Dec 2023
Ghost Hunt,7.76,8.23,-0.4699993,1003,372,15100,Oct 2006 - Mar 2007,Dec 1997 - Sep 2010
Mieruko-chan,7.42,7.89,-0.4699998,1998,996,80636,Oct 2021 - Dec 2021,Nov 2018 - Dec 2023
Dansai Bunri no Crime Edge,6.67,7.14,-0.4699998,5518,6558,5269,Apr 2013 - Jun 2013,Mar 2009 - Jul 2015
Bishoujo Senshi Sailor Moon,7.73,8.2,-0.4699998,1067,410,51762,Mar 1992 - Feb 1993,Dec 1991 - Feb 1997
Kyou no Asuka Show,6.59,7.06,-0.4699998,5917,7720,8011,Aug 2012 - Jan 2013,Aug 2009 - Jul 2013
Nanatsu no Maken ga Shihai suru,7.02,7.49,-0.4699998,3939,2876,2001,Jul 2023 - Dec 2023,Sep 2018 - Dec 2023
Kemeko Deluxe!,6.55,7.02,-0.4699998,6085,8245,1517,Oct 2008 - Dec 2008,Oct 2005 - Jun 2011
Binbougami ga!,7.68,8.15,-0.4699998,1186,476,18826,Jul 2012 - Sep 2012,Jun 2008 - Jul 2013
Ryuugajou Nanana no Maizoukin,7.13,7.6,-0.4699998,3439,2210,2126,Apr 2014 - Jun 2014,Jan 2012 - Dec 2016
Magikano,6.31,6.78,-0.47000027,7349,11505,1867,Jan 2006 - Apr 2006,Feb 2003 - Feb 2008
Tokimeki Tonight,7.12,7.59,-0.47000027,3465,2235,1658,Oct 1982 - Sep 1983,Jul 1982 - Oct 1994
Hanebado!,6.85,7.32,-0.47000027,4663,4457,5355,Jul 2018 - Oct 2018,Jun 2013 - Oct 2019
RPG Fudousan,6.72,7.19,-0.47000027,5273,5896,838,Apr 2022 - Jun 2022,Apr 2018 - Dec 2023
Taishou Otome Otogibanashi,7.79,8.26,-0.47000027,932,340,23114,Oct 2021 - Dec 2021,Jul 2015 - Sep 2017
Kimi wa Houkago Insomnia,8.08,8.55,-0.47000027,480,109,36829,Apr 2023 - Jul 2023,May 2019 - Dec 2023
Shoukoku no Altair,7.55,8.02,-0.47000027,1577,699,12919,Jul 2017 - Dec 2017,Jul 2007 - Dec 2023
Orange,7.62,8.09,-0.47000027,1344,581,9047,Jul 2016 - Sep 2016,Jul 2015 - Mar 2016
Akagami no Shirayuki-hime,7.76,8.24,-0.47999954,998,361,67913,Jul 2015 - Sep 2015,Aug 2006 - Dec 2023
Kidou Keisatsu Patlabor,7.26,7.74,-0.47999954,2747,1483,2237,Apr 1988 - Jun 1989,Mar 1988 - May 1994
Ookami Shoujo to Kuro Ouji,7.04,7.52,-0.48000002,3842,2648,56566,Oct 2014 - Dec 2014,Jun 2011 - May 2016
Shuffle!,7.03,7.51,-0.48000002,3880,2759,401,Jul 2005 - Jan 2006,Jun 2004 - Jan 2006
Shakugan no Shana,7.45,7.93,-0.48000002,1881,882,8063,Oct 2005 - Mar 2006,Nov 2002 - Oct 2011
Ro-Kyu-Bu!,6.77,7.25,-0.48000002,5038,5234,1104,Jul 2011 - Sep 2011,Aug 2010 - Jan 2017
Break Blade,7.25,7.73,-0.48000002,2790,1530,18927,Apr 2014 - Jun 2014,Sep 2006 - Oct 2022
Netoge no Yome wa Onnanoko ja Nai to Omotta?,6.71,7.19,-0.48000002,5330,5959,3353,Apr 2016 - Jun 2016,Jul 2013 - Dec 2023
"Omoi, Omoware, Furi, Furare",7.27,7.75,-0.48000002,2687,1433,28845,Sep 2020 - Sep 2020,Jun 2015 - May 2019
Crying Freeman,6.41,6.89,-0.48000002,6846,10029,6839,Nov 1988 - Feb 1994,Mar 1986 - Apr 1988
Kiniro Mosaic,7.23,7.71,-0.48000002,2902,1601,3604,Jul 2013 - Sep 2013,Apr 2010 - Mar 2020
Ganbare Douki-chan,6.54,7.02,-0.48000002,6153,8318,6011,Sep 2021 - Dec 2021,May 2020 - Dec 2023
Maria-sama ga Miteru,7.29,7.77,-0.48000002,2593,1364,1912,Jan 2004 - Apr 2004,Apr 1998 - Apr 2012
.hack//Tasogare no Udewa Densetsu,6.56,7.04,-0.48000002,6044,7927,15953,Jan 2003 - Mar 2003,Dec 2001 - Oct 2003
Ultraman,6.68,7.16,-0.48000002,5441,6284,5225,Apr 2019 - Apr 2019,Nov 2011 - Dec 2023
Inu x Boku SS,7.38,7.86,-0.48000002,2162,1073,34972,Jan 2012 - Mar 2012,Apr 2009 - Feb 2014
Mirai Nikki,7.19,7.67,-0.48000002,3117,1788,102729,Dec 2010 - Dec 2010,Jan 2006 - Dec 2010
Kage kara Mamoru!,6.58,7.06,-0.48000002,5990,7685,891,Jan 2006 - Mar 2006,Oct 2005 - Dec 2022
Hakushaku to Yousei,7.21,7.69,-0.48000002,3017,1689,3498,Sep 2008 - Dec 2008,Mar 2004 - Dec 2013
Bokura wa Minna Kawai-sou,7.66,8.14,-0.4800005,1245,487,41354,Apr 2014 - Jun 2014,Apr 2010 - May 2018
Masou Gakuen HxH,6.13,6.62,-0.48999977,8232,13544,2881,Jul 2016 - Sep 2016,Jun 2015 - Jan 2018
Kuutei Dragons,6.96,7.45,-0.48999977,4173,3190,10731,Jan 2020 - Mar 2020,Jun 2016 - Dec 2023
Tekken Chinmi,7.21,7.7,-0.48999977,2993,1625,1767,Jul 1988 - Dec 1988,Apr 1984 - Apr 1997
Poputepipikku,7.28,7.77,-0.48999977,2661,1353,12693,Jan 2018 - Mar 2018,Aug 2014 - Dec 2023
Arion,6.13,6.62,-0.48999977,8257,13613,663,Mar 1986 - Mar 1986,Mar 1979 - Sep 1984
Shuffle!,7.03,7.52,-0.48999977,3880,2675,2435,Jul 2005 - Jan 2006,Dec 2003 - Dec 2006
Skip Beat!,8.08,8.57,-0.48999977,486,97,89305,Oct 2008 - Mar 2009,Feb 2002 - Dec 2023
Genjitsu Shugi Yuusha no Oukoku Saikenki,7.24,7.73,-0.49000025,2862,1510,10930,Jul 2021 - Sep 2021,May 2016 - Dec 2023
Cardcaptor Sakura: Clear Card-hen,7.65,8.14,-0.49000025,1254,490,15498,Jan 2018 - Jun 2018,Jun 2016 - Dec 2023
To LOVE-Ru,6.99,7.48,-0.49000025,4084,2948,65973,Apr 2008 - Sep 2008,Apr 2006 - Aug 2009
Saiyuuki Gaiden,7.78,8.27,-0.49000025,955,329,10394,Mar 2011 - Nov 2011,May 1999 - May 2009
Shakunetsu no Takkyuu Musume,7.07,7.57,-0.5,3708,2321,1316,Oct 2016 - Dec 2016,Dec 2013 - Feb 2019
"Hachi-nan tte, Sore wa Nai deshou!",6.26,6.76,-0.5,7624,11753,3559,Apr 2020 - Jun 2020,Apr 2014 - Dec 2023
Kämpfer,6.37,6.87,-0.5,7044,10368,11334,Oct 2009 - Dec 2009,Feb 2008 - Jun 2013
Sekirei,7.04,7.54,-0.5,3848,2537,34002,Jul 2008 - Sep 2008,Jan 2004 - Mar 2018
Shoujo Shuumatsu Ryokou,8.2,8.7,-0.5,342,49,60835,Oct 2017 - Dec 2017,Feb 2014 - Jan 2018
Kuma Kuma Kuma Bear,7.23,7.73,-0.5,2904,1508,4195,Oct 2020 - Dec 2020,May 2015 - Dec 2023
Kujira no Kora wa Sajou ni Utau,7.17,7.67,-0.5,3217,1812,14237,Oct 2017 - Dec 2017,Jun 2013 - Jan 2023
Kimi to Boku.,7.66,8.16,-0.5,1228,466,10907,Oct 2011 - Dec 2011,Sep 2004 - Mar 2022
Saijaku Muhai no Bahamut,6.54,7.04,-0.5,6185,7995,6879,Jan 2016 - Mar 2016,Jul 2014 - Mar 2018
Chrno Crusade,7.62,8.12,-0.5,1325,526,27537,Nov 2003 - Jun 2004,Dec 1998 - May 2004
Yamada-kun to 7-nin no Majo,7.55,8.05,-0.5,1539,640,114619,Apr 2015 - Jun 2015,Feb 2012 - Feb 2017
Mars Red,6.59,7.09,-0.5,5920,7185,3746,Apr 2021 - Jun 2021,Nov 2019 - Jul 2021
Houkago no Ouji-sama,6.83,7.33,-0.5,4744,4283,1126,Oct 2014 - Jun 2015,Nov 2008 - Dec 2023
Kanojo ga Flag wo Oraretara,6.37,6.87,-0.5,7096,10400,1055,Apr 2014 - Jun 2014,Dec 2011 - Sep 2016
Soredemo Ayumu wa Yosetekuru,7.05,7.55,-0.5,3803,2484,33110,Jul 2022 - Sep 2022,Mar 2019 - Dec 2023
Highschool of the Dead,7.07,7.57,-0.5,3683,2356,87295,Jul 2010 - Sep 2010,Aug 2006 - Apr 2013
"3-gatsu no Lion",8.38,8.88,-0.5,184,23,63269,Oct 2016 - Mar 2017,Jul 2007 - Dec 2023
Kaibutsu Oujo,6.98,7.48,-0.5,4101,2946,14473,Apr 2007 - Sep 2007,Jun 2005 - Feb 2013
Katte ni Kaizou,6.87,7.37,-0.5,4547,3886,3054,May 2011 - Oct 2011,Apr 1998 - Jul 2004
Ao Haru Ride,7.64,8.14,-0.5000005,1277,486,180195,Jul 2014 - Sep 2014,Jan 2011 - Feb 2015
Ao Haru Ride,7.64,8.15,-0.50999975,1277,477,24872,Jul 2014 - Sep 2014,Dec 2011 - Jun 2015
Big Order,5.73,6.24,-0.50999975,9983,16642,16887,Oct 2015 - Oct 2015,Sep 2011 - Aug 2016
Dragon Half,6.84,7.35,-0.50999975,4673,4063,3857,Mar 1993 - May 1993,Jan 1988 - Apr 1995
Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu,6.94,7.45,-0.50999975,4238,3196,1618,Jan 2023 - Mar 2023,Jun 2017 - Dec 2023
Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,6.34,6.85,-0.50999975,7212,10616,3797,Jan 2021 - Mar 2021,Sep 2017 - Dec 2023
Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san,7.22,7.73,-0.5100002,2928,1519,6285,Jan 2023 - Mar 2023,Jun 2019 - Dec 2023
Nyanko Days,6.62,7.13,-0.5100002,5780,6724,1383,Jan 2017 - Mar 2017,Aug 2014 - Oct 2020
Byousoku 5 Centimeter,7.58,8.09,-0.5100002,1440,582,5115,Mar 2007 - Mar 2007,Nov 2007 - Nov 2007
Kono Subarashii Sekai ni Shukufuku wo!,8.11,8.62,-0.5100002,442,78,50576,Jan 2016 - Mar 2016,Oct 2013 - May 2020
Fukumenkei Noise,6.97,7.48,-0.5100002,4147,2984,14987,Apr 2017 - Jun 2017,Apr 2013 - Jan 2019
Kakegurui,7.24,7.75,-0.5100002,2869,1455,57244,Jul 2017 - Sep 2017,Mar 2014 - Dec 2023
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,8.41,8.92,-0.5100002,171,17,254790,Jan 2019 - Mar 2019,May 2015 - Nov 2022
Majin Tantei Nougami Neuro,7.59,8.11,-0.5199995,1413,547,19515,Oct 2007 - Mar 2008,Feb 2005 - Apr 2009
Kyoushirou to Towa no Sora,6.4,6.92,-0.52,6889,9610,1041,Jan 2007 - Mar 2007,Apr 2006 - Jun 2007
Yumemiru Danshi wa Genjitsushugisha,6.82,7.34,-0.52,4790,4175,1323,Jul 2023 - Dec 2023,Jun 2020 - Dec 2023
Zombie-Loan,6.83,7.35,-0.52,4722,4048,17906,Jul 2007 - Sep 2007,Oct 2002 - Feb 2011
Freezing,6.8,7.32,-0.52,4872,4429,40132,Jan 2011 - Apr 2011,Jan 2007 - Dec 2023
Fragtime,6.55,7.07,-0.52,6130,7553,13178,Nov 2019 - Nov 2019,Mar 2013 - Sep 2014
Trinity Blood,7.29,7.81,-0.52,2613,1214,17068,Apr 2005 - Oct 2005,Aug 2003 - Apr 2018
Deatte 5-byou de Battle,6.76,7.28,-0.52,5075,4919,14353,Jul 2021 - Sep 2021,Aug 2015 - Dec 2023
Brave 10,6.75,7.27,-0.52,5096,4989,5814,Jan 2012 - Mar 2012,Oct 2006 - Dec 2010
"Kono Naka ni Hitori, Imouto ga Iru!",6.51,7.03,-0.52,6352,8092,2448,Jul 2012 - Sep 2012,May 2011 - Sep 2013
Domestic na Kanojo,6.67,7.19,-0.52,5520,5964,115213,Jan 2019 - Mar 2019,Apr 2014 - Jun 2020
Sewayaki Kitsune no Senko-san,7.33,7.85,-0.52,2393,1084,26765,Apr 2019 - Jun 2019,Oct 2017 - Dec 2023
Hakkenden: Touhou Hakken Ibun,7.39,7.91,-0.52,2144,935,4205,Jan 2013 - Mar 2013,Jun 2005 - Dec 2023
Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,6.34,6.86,-0.52,7212,10486,1273,Jan 2021 - Mar 2021,Feb 2017 - Jul 2022
Nyan Koi!,7.13,7.65,-0.52,3430,1910,9553,Oct 2009 - Dec 2009,Aug 2007 - Jan 2015
Hidan no Aria,6.8,7.32,-0.52,4873,4448,9221,Apr 2011 - Jul 2011,Sep 2009 - Dec 2023
UFO Princess Valkyrie,6.77,7.29,-0.52,4994,4764,567,Jul 2002 - Sep 2002,Feb 2002 - Aug 2007
Teekyuu,6.55,7.07,-0.52,6113,7479,1688,Oct 2012 - Dec 2012,Feb 2012 - Jan 2018
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,6.82,7.34,-0.52,4791,4161,1558,Oct 2013 - Dec 2013,Jan 2012 - Jul 2014
Akira,8.16,8.68,-0.52000046,395,54,124509,Jul 1988 - Jul 1988,Dec 1982 - Jun 1990
Nazo no Kanojo X,7.24,7.76,-0.52000046,2833,1404,42740,Apr 2012 - Jul 2012,Aug 2004 - Sep 2014
Fushigi na Melmo,6.01,6.54,-0.52999973,8834,14450,985,Oct 1971 - Mar 1972,Sep 1969 - Feb 1972
Giant Robo,5.78,6.31,-0.52999973,9799,16322,854,Jul 2007 - Jul 2007,May 1967 - Mar 1968
Bastard!! Ankoku no Hakaishin,6.69,7.22,-0.52999973,5389,5543,13395,Aug 1992 - Jun 1993,Oct 1987 - May 2010
Hourou Musuko,7.7,8.23,-0.52999973,1148,375,28119,Jan 2011 - Apr 2011,Nov 2002 - Jul 2013
Itsuka Tenma no Kuro Usagi,6.52,7.05,-0.5300002,6308,7772,3506,Jul 2011 - Sep 2011,Oct 2009 - Jul 2012
Runway de Waratte,7.57,8.1,-0.5300002,1472,564,15504,Jan 2020 - Mar 2020,May 2017 - Jul 2021
Patalliro!,7.22,7.75,-0.5300002,2972,1448,1044,Apr 1982 - May 1983,Nov 1979 - Dec 2023
"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",6.93,7.46,-0.5300002,4305,3109,7985,Apr 2021 - Jun 2021,Jan 2017 - Dec 2023
Doujin Work,6.75,7.28,-0.5300002,5099,4823,4159,Jul 2007 - Sep 2007,Oct 2004 - Sep 2008
Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou,6.79,7.32,-0.5300002,4945,4367,4375,Jul 2023 - Dec 2023,Aug 2016 - Feb 2017
GA: Geijutsuka Art Design Class,7.14,7.67,-0.5300002,3351,1806,1789,Jul 2009 - Sep 2009,Jul 2004 - Dec 2015
Arifureta Shokugyou de Sekai Saikyou,6.7,7.23,-0.5300002,5365,5494,51539,Jul 2019 - Oct 2019,Feb 2016 - Dec 2023
Morita-san wa Mukuchi,6.54,7.07,-0.5300002,6173,7463,1016,Mar 2011 - Mar 2011,May 2007 - Dec 2023
One Piece,8.69,9.22,-0.5300007,55,4,573384,Oct 1999 - Dec 2023,Jul 1997 - Dec 2023
"86",8.28,8.81,-0.5300007,264,32,36153,Apr 2021 - Jun 2021,Feb 2017 - Dec 2023
Seiken no Blacksmith,6.66,7.2,-0.53999996,5572,5765,10041,Oct 2009 - Dec 2009,Mar 2009 - Jan 2017
Midori no Hibi,7.23,7.77,-0.53999996,2908,1361,21035,Apr 2004 - Jun 2004,Sep 2002 - Jul 2004
Bakegyamon,6.57,7.11,-0.53999996,5994,6975,635,Apr 2006 - Mar 2007,Mar 2006 - Mar 2007
Rakudai Kishi no Cavalry,7.44,7.98,-0.53999996,1939,770,16337,Oct 2015 - Dec 2015,Jul 2013 - Dec 2023
Eromanga-sensei,6.36,6.9,-0.53999996,7104,9926,14293,Apr 2017 - Jun 2017,May 2014 - May 2021
Kami-tachi ni Hirowareta Otoko,6.98,7.52,-0.53999996,4102,2698,2912,Oct 2020 - Dec 2020,Sep 2017 - Dec 2023
Otome Game Sekai wa Mob ni Kibishii Sekai desu,7.34,7.88,-0.53999996,2357,999,7781,Apr 2022 - Jun 2022,May 2018 - Dec 2023
Zero kara Hajimeru Mahou no Sho,7.07,7.61,-0.53999996,3673,2123,3556,Apr 2017 - Jun 2017,Feb 2014 - Dec 2017
Slam Dunk,8.54,9.08,-0.53999996,109,6,156001,Oct 1993 - Mar 1996,Sep 1990 - Jun 1996
Anne Happy♪,6.96,7.5,-0.53999996,4154,2843,2091,Apr 2016 - Jun 2016,Dec 2012 - Nov 2018
"100-man no Inochi no Ue ni Ore wa Tatteiru",6.5,7.04,-0.53999996,6401,7983,12324,Oct 2020 - Dec 2020,Jun 2016 - Dec 2023
Ane Log: Moyako Neesan no Tomaranai Monologue,6.03,6.57,-0.53999996,8719,14191,6371,Sep 2014 - Apr 2015,Dec 2012 - Apr 2016
Machine-Doll wa Kizutsukanai,7.05,7.59,-0.53999996,3787,2216,15052,Oct 2013 - Dec 2013,Apr 2010 - Jul 2017
Masamune-kun no Revenge,6.74,7.28,-0.54000044,5171,4878,94885,Jan 2017 - Mar 2017,Oct 2012 - Dec 2023
Amanchu!,7.24,7.78,-0.54000044,2853,1333,9211,Jul 2016 - Sep 2016,Nov 2008 - May 2021
Haiyore! Nyaruko-san,6.99,7.53,-0.54000044,4068,2601,2435,Apr 2012 - Jun 2012,Apr 2009 - Mar 2014
Hanbun no Tsuki ga Noboru Sora,7.47,8.01,-0.54000044,1813,714,2381,Jan 2006 - Feb 2006,Oct 2003 - Aug 2006
Beyblade Burst,6.51,7.06,-0.5499997,6319,7622,494,Apr 2016 - Mar 2017,Jul 2015 - Feb 2022
Pet,6.44,6.99,-0.5499997,6721,8626,1108,Jan 2020 - Mar 2020,Jul 2002 - Oct 2003
Vampire Knight,6.88,7.43,-0.5499997,4507,3346,95006,Apr 2008 - Jul 2008,Nov 2004 - May 2013
Full Metal Panic!,7.61,8.16,-0.5499997,1365,467,8273,Jan 2002 - Jun 2002,Sep 1998 - Aug 2011
Uchi no Kaisha no Chiisai Senpai no Hanashi,6.67,7.22,-0.5499997,5504,5606,4910,Jul 2023 - Dec 2023,Dec 2019 - Dec 2023
